id,name__sh,name__en,name__sr_el,name__sr_ec,name__hr,name__es,name__sr,name__pl,name__fr,name__de,name__nl,name__hu,name__ja,name,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__hr,wikipedia__pl,wikipedia__sh,wikipedia__sr,image,gender,occupation,identifier__VIAF,birth_date,identifier__freebase,given_name,original_wikiname,name__sv,wikipedia__sv,identifier__EuroparlMEP,name__ru,name__uk,name__cs,name__et,wikipedia__cs,wikipedia__et,wikipedia__ru,wikipedia__uk,name__fi,name__zh,wikipedia__fi,identifier__PACE,name__it,name__nb,name__da,name__nn,wikipedia__hrwikiquote,wikipedia__it,name__sl,name__ie,name__tw,wikipedia__commons,wikipedia__ie,wikipedia__sl,wikipedia__tw,wikipedia__zh,identifier__GND,website,identifier__LCAuth,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cy,name__eo,name__eu,name__fur,name__ga,name__gd,name__gl,name__gsw,name__is,name__lb,name__li,name__lij,name__lmo,name__lt,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__pt,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sq,name__tr,name__vec,name__vls,name__wa,identifier__SUDOC,identifier__FAST,name__zh_hans,name__fa,name__bm,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__frc,name__frp,name__ia,name__id,name__io,name__jam,name__kab,name__kg,name__lv,name__mg,name__min,name__ms,name__nrm,name__oc,name__pap,name__prg,name__pt_br,name__rgn,name__sw,name__vi,name__vmf,name__vo,name__wo,name__zu,wikipedia__fa,family_name,name__be,wikipedia__be,name__ar,name__el,name__he,name__la,name__hy,wikipedia__ar,wikipedia__cswikiquote,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__he,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__no,wikipedia__pt,wikipedia__simple,wikipedia__tr,wikipedia__vi,identifier__Munzinger,death_date,name__mk,wikipedia__bg,identifier__ISNI,name__bg,wikipedia__nl,identifier__parlement,name__ku,wikipedia__ku,wikipedia__bswikiquote,wikipedia__ca,wikipedia__hrwikisource,wikipedia__bs,wikipedia__ja,wikipedia__enwikiquote,name__nan,name__ko,name__yo,name__mn,name__be_tarask,name__ka,wikipedia__be_x_old,wikipedia__da,wikipedia__eu,wikipedia__gl,wikipedia__io,wikipedia__ka,wikipedia__ko,wikipedia__mn,wikipedia__oc,wikipedia__sk,wikipedia__sq,wikipedia__yo,wikipedia__zh_min_nan,identifier__Britannica,name__zh_hant,name__zh_cn,wikipedia__srwikiquote,identifier__IMDB,identifier__NUKAT,facebook,name__bn,wikipedia__bn,wikipedia__lt,wikipedia__lv,wikipedia__mk,wikipedia__nn,identifier__IIAF,twitter,name__uz,identifier__BNF,identifier__NKC,identifier__NLP
Q266812,Ivan Šuker,Ivan Šuker,,,Ivan Šuker,Ivan Šuker,,Ivan Šuker,Ivan Šuker,Ivan Šuker,Ivan Šuker,,,Ivan Šuker,Ivan Šuker,Ivan Šuker,Ivan Šuker,Ivan Šuker,Ivan Šuker,Ivan Šuker,,https://upload.wikimedia.org/wikipedia/commons/d/df/Ivan_Šuker.jpg,male,economist,,1957-11-12,/m/04zvrbp,Ivan,Ivan Šuker,,,,,Іван Шукер,,,,,,Іван Шукер,,,,,,,,,,,Ivan Šuker,,,,,Ivan Šuker,,,,,,,,,,,Ivan Šuker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivan Šuker,,,,,,,Ivan Šuker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2986845,Milanka Opačić,Milanka Opačić,Milanka Opačić,Миланка Опачић,Milanka Opačić,,Миланка Опачић,Milanka Opačić,Milanka Opačić,Milanka Opačić,Milanka Opačić,,,Milanka Opačić,,Milanka Opačić,Milanka Opačić,Milanka Opačić,Milanka Opačić,Milanka Opačić,Миланка Опачић,https://upload.wikimedia.org/wikipedia/commons/9/9b/M_opacic.jpg,female,politician,,1968-04-17,/m/0cp0b_2,,Миланка Опачић,,,,"Опачич, Миланка",Міланка Опачич,,,,,"Опачич, Миланка",Міланка Опачич,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3109021,Ivan Jakovčić,Ivan Jakovčić,,,Ivan Jakovčić,,Иван Јаковчић,Ivan Jakovčić,Ivan Jakovčić,Ivan Jakovčić,Ivan Jakovčić,,,Ivan Jakovčić,Ivan Jakovčić,Ivan Jakovčić,Ivan Jakovčić,Ivan Jakovčić,Ivan Jakovčić,Ivan Jakovčić,Иван Јаковчић,https://upload.wikimedia.org/wikipedia/commons/f/f0/16_obljetnica_vojnoredarstvene_operacije_Oluja_04082011_Ivan_Jakovcic_863.jpg,male,politician,,1957-11-15,/m/0b76zm_,Ivan,Иван Јаковчић,Ivan Jakovčić,Ivan Jakovčić,124754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3441723,Jozo Radoš,Jozo Radoš,,,Jozo Radoš,,,Jozo Radoš,Jozo Radoš,Jozo Radoš,Jozo Radoš,,,Jozo Radoš,Jozo Radoš,Jozo Radoš,Jozo Radoš,Jozo Radoš,Jozo Radoš,Jozo Radoš,,https://upload.wikimedia.org/wikipedia/commons/7/78/Jozo_Rados_Svecanost_podizanja_NATOve_zastave_Zagreb_13.jpg,male,politician,,1956-11-03,/m/02rw0f_,,Jozo Radoš,,,112753,,,,,,,,,,,,4028,,,,,,,Jozo Radoš,,,,,Jozo Radoš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3443168,Neven Mimica,Neven Mimica,Neven Mimica,Невен Мимица,Neven Mimica,Neven Mimica,Невен Мимица,Neven Mimica,Neven Mimica,Neven Mimica,Neven Mimica,Neven Mimica,ネヴェン・ミミツァ,Neven Mimica,Neven Mimica,Neven Mimica,Neven Mimica,Neven Mimica,Neven Mimica,Neven Mimica,Невен Мимица,https://upload.wikimedia.org/wikipedia/commons/e/ee/N_mimica.jpg,male,politician,,1953-10-12,/m/0b75g41,Neven,Невен Мимица,Neven Mimica,Neven Mimica,,"Мимица, Невен",Невен Міміка,Neven Mimica,Neven Mimica,Neven Mimica,Neven Mimica,"Мимица, Невен",Невен Міміца,,聶文·米米卡,,,Neven Mimica,Neven Mimica,Neven Mimica,Neven Mimica,,Neven Mimica,,,,Category:Neven Mimica,,,,,,http://ec.europa.eu/commission_2010-2014/mimica/index_en.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neven Mimica,,,,,,,,Neven Mimica,,,,,,,,Невен Мимица,,Невен Мимица,Neven Mimica,vja7bf4bx5ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3446032,Željko Jovanović,Željko Jovanović,Željko Jovanović,Жељко Јовановић,Željko Jovanović,,Жељко Јовановић,,Željko Jovanović,Željko Jovanović,Željko Jovanović,,,Željko Jovanović,Željko Jovanović,Željko Jovanović,Željko Jovanović,Željko Jovanović,,Željko Jovanović,Жељко Јовановић,https://upload.wikimedia.org/wikipedia/commons/2/25/Z_jovanovic.jpg,male,politician,305570498,1965-11-26,/m/0hr7l4f,Željko,Жељко Јовановић,,,,,,,,,,,,,,,,,,,,Željko Jovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autor:Željko Jovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q393673,Željko Kerum,Željko Kerum,,,Željko Kerum,Željko Kerum,,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,,Željko Kerum,Željko Kerum,Željko Kerum,,Željko Kerum,Željko Kerum,Željko Kerum,,,male,entrepreneur,308697860,1960-09-25,/m/05z_rnk,Željko,Željko Kerum,Željko Kerum,,,,,Željko Kerum,Željko Kerum,,,,,Željko Kerum,,,,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,,,Željko Kerum,,,,,,,,,,,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,Željko Kerum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4846291,Željko Reiner,Željko Reiner,,,Željko Reiner,,,Željko Reiner,Željko Reiner,Željko Reiner,Željko Reiner,,,Željko Reiner,Željko Reiner,Željko Reiner,Željko Reiner,Željko Reiner,Željko Reiner,Željko Reiner,,https://upload.wikimedia.org/wikipedia/commons/5/58/Reiner_zeljko.jpg,male,politician,305473007,1953-05-28,,Željko,Željko Reiner,,,,,Желько Райнер,,,,,,Желько Райнер,,澤利科·雷伊奈爾,,,,,,,,,Željko Reiner,Željko Reiner,Željko Reiner,,Željko Reiner,Željko Reiner,Željko Reiner,,,,n2015007596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Željko Reiner,Željko Reiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4953093,,Božo Ljubić,,,Božo Ljubić,,,,Božo Ljubić,Božo Ljubić,Božo Ljubić,,,Božo Ljubić,,Božo Ljubić,,Božo Ljubić,,,,https://upload.wikimedia.org/wikipedia/commons/e/e8/Ljubić_Božo_2.jpg,male,politician,,1949-09-30,,Božo,Božo Ljubić,,,,,,,,,,,,,,,,,,,,Božo Ljubić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4957466,Branko Hrg,Branko Hrg,,,Branko Hrg,,,Branko Hrg,Branko Hrg,Branko Hrg,Branko Hrg,,,Branko Hrg,,Branko Hrg,,Branko Hrg,Branko Hrg,Branko Hrg,,,male,politician,,1961-09-26,/m/0j24ndb,Branko,Branko Hrg,,,,,Бранко Хрг,,,,,,Бранко Хрг,,,,,,,,,,,,,,,,,,,,http://brankohrg.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5222809,Darinko Kosor,Darinko Kosor,,,Darinko Kosor,,,Darinko Kosor,Darinko Kosor,Darinko Kosor,Darinko Kosor,,,Darinko Kosor,Darinko Kosor,Darinko Kosor,,Darinko Kosor,Darinko Kosor,Darinko Kosor,,,male,politician,,1965,,,Darinko Kosor,,,,,,,,,,,,,,,,Darinko Kosor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5223754,Darko Milinović,Darko Milinović,,,Darko Milinović,,,Darko Milinović,Darko Milinović,,Darko Milinović,,,Darko Milinović,,Darko Milinović,,Darko Milinović,Darko Milinović,Darko Milinović,,https://upload.wikimedia.org/wikipedia/commons/e/e4/Darko_Milinović_25-06-09.jpg,male,politician,,1963-04-25,,Darko,Darko Milinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5242086,Davor Bernardić,Davor Bernardić,,,Davor Bernardić,,,,Davor Bernardić,Davor Bernardić,Davor Bernardić,,,Davor Bernardić,,Davor Bernardić,,,,Davor Bernardić,,https://upload.wikimedia.org/wikipedia/commons/b/b6/Davor_Bernardić.png,male,politician,,1980-01-05,,Davor,Davor Bernardić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q571574,Ante Kotromanović,Ante Kotromanović,,,Ante Kotromanović,,,Ante Kotromanović,Ante Kotromanović,Ante Kotromanović,Ante Kotromanović,,,Ante Kotromanović,Ante Kotromanović,Ante Kotromanović,Ante Kotromanović,Ante Kotromanović,Ante Kotromanović,Ante Kotromanović,,https://upload.wikimedia.org/wikipedia/commons/5/50/A_kotromanovic.jpg,male,politician,,1968-05-08,/m/0j7jddr,Ante,Ante Kotromanović,Ante Kotromanović,,,"Котроманович, Анте",Анте Котроманович,,,,,"Котроманович, Анте",Анте Котроманович,,,,,,Ante Kotromanović,Ante Kotromanović,Ante Kotromanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57611,Jadranka Kosor,Jadranka Kosor,,,Jadranka Kosor,Jadranka Kosor,Јадранка Косор,Jadranka Kosor,Jadranka Kosor,Jadranka Kosor,Jadranka Kosor,Jadranka Kosor,ヤドランカ・コソル,Jadranka Kosor,Jadranka Kosor,Jadranka Kosor,Jadranka Kosor,Jadranka Kosor,Jadranka Kosor,Jadranka Kosor,Јадранка Косор,https://upload.wikimedia.org/wikipedia/commons/e/ed/Jadranka_Kosor_2009.jpg,female,journalist,,1953-07-01,/m/04ng76,Jadranka,Јадранка Косор,Jadranka Kosor,Jadranka Kosor,,"Косор, Ядранка",Ядранка Косор,Jadranka Kosorová,Jadranka Kosor,Jadranka Kosorová,Jadranka Kosor,"Косор, Ядранка",Ядранка Косор,Jadranka Kosor,亚德兰卡·科索尔,Jadranka Kosor,,Jadranka Kosor,Jadranka Kosor,Jadranka Kosor,Jadranka Kosor,,Jadranka Kosor,Jadranka Kosor,Jadranka Kosor,,,Jadranka Kosor,Jadranka Kosor,,亚德兰卡·科索尔,,,,,,,,,,Jadranka Kosor,,,Jadranka Kosor,Jadranka Kosor,,,,Jadranka Kosor,,,Jadranka Kosor,,,,,,,,,,Jadranka Kosor,,,,,,Jadranka Kosorová,Jadranka Kosor,Jadranka Kosor,,,,,,,یادرانکا کوسور,,,,,,,,,,Jadranka Kosor,,,,,,,,,Jadranka Kosor,,,,,,,,,,,یادرانکا کوسور,,Ядранка Косар,Ядранка Косар,يادرانكا كوسور,Γιάντρανκα Κόσορ,,Hadriana Kosor,,يادرانكا كوسور,,Γιάντρανκα Κόσορ,Jadranka Kosor,Jadranka Kosor,,,,,Hadriana Kosor,Jadranka Kosor,,Jadranka Kosor,Jadranka Kosor,,Jadranka Kosor,,,,Јадранка Косор,Ядранка Косор,,Ядранка Косор,Jadranka Kosor,,,,,Jadranka Kosor,,,ヤドランカ・コソル,,Jadranka Kosor,야드란카 코소르,Jadranka Kosor,Ядранка Косор,Ядранка Косар,იადრანკა კოსორი,Ядранка Косар,Jadranka Kosor,Jadranka Kosor,Jadranka Kosor,Jadranka Kosor,იადრანკა კოსორი,야드란카 코소르,Ядранка Косор,Jadranka Kosor,Jadranka Kosorová,Jadranka Kosor,Jadranka Kosor,Jadranka Kosor,biography/Jadranka-Kosor,,,,,,,,,,,,,,,,,,
Q57687,Zoran Milanović,Zoran Milanović,,,Zoran Milanović,Zoran Milanović,Зоран Милановић,Zoran Milanović,Zoran Milanović,Zoran Milanović,Zoran Milanović,Zoran Milanović,ゾラン・ミラノヴィッチ,Zoran Milanović,Zoran Milanović,Zoran Milanović,Zoran Milanović,Zoran Milanović,Zoran Milanović,Zoran Milanović,Зоран Милановић (политичар),https://upload.wikimedia.org/wikipedia/commons/a/aa/16_obljetnica_vojnoredarstvene_operacije_Oluja_04082011_Zoran_Milanovic_38.jpg,male,politician,277708121,1966-10-30,/m/02rj3p1,Zoran,Зоран Милановић (политичар),Zoran Milanović,Zoran Milanović,,Зоран Миланович,Зоран Міланович,Zoran Milanović,Zoran Milanović,Zoran Milanović,Zoran Milanović,"Миланович, Зоран",Зоран Міланович,Zoran Milanović,佐兰·米拉诺维奇,Zoran Milanović,,Zoran Milanović,Zoran Milanović,Zoran Milanović,Zoran Milanović,Zoran Milanović,Zoran Milanović,,Zoran Milanović,,Category:Zoran Milanović,Zoran Milanović,,,佐兰·米拉诺维奇,1027200524,,nb2012019791,,,,,,,Zoran Milanović,,,Zoran Milanović,,,,,,,,Zoran Milanović,,,Zoran Milanović,,,,,,,Zoran Milanović,,,,,,,,Zoran Milanović,,,,,,,زوران میلانوویچ,,,,,,,,,Zoran Milanović,,,,,,,,,,Zoran Milanović,,,Zoran Milanović,,,Zoran Milanović,,,,,زوران میلانوویچ,Milanović,Зоран Міланавіч,Зоран Міланавіч,زوران ميلانوفيتش,Ζόραν Μιλάνοβιτς,זוראן מילנוביץ',Zoran Milanović,Զորան Միլանովիչ,زوران ميلانوفيتش,Zoran Milanović,Ζόραν Μιλάνοβιτς,Zoran Milanović,Zoran Milanović,זוראן מילנוביץ',Zoran Milanović,Զորան Միլանովիչ,Zoran Milanović,Zoran Milanović,Zoran Milanović,Zoran Milanović,Zoran Milanović,Zoran Milanović,Zoran Milanović,Zoran Milanović,Zoran Milanović,00000028994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q58191,Vesna Pusić,Vesna Pusić,,,Vesna Pusić,Vesna Pusić,Весна Пусић,Vesna Pusić,Vesna Pusić,Vesna Pusić,Vesna Pusić,Vesna Pusić,,Vesna Pusić,Vesna Pusić,Vesna Pusić,Vesna Pusić,Vesna Pusić,Vesna Pusić,Vesna Pusić,Весна Пусић,https://upload.wikimedia.org/wikipedia/commons/2/2d/20_obljetnica_osnivanja_OS_RH_Vesna_Pusic_26052011_2.jpg,female,politician,66032720,1953-03-25,/m/050x_l,Vesna,Весна Пусић,Vesna Pusić,Vesna Pusić,,"Пусич, Весна",Весна Пусич,,,,,"Пусич, Весна",Весна Пусич,,,,4373,Vesna Pusić,,,,,Vesna Pusić,,Vesna Pusić,,Category:Vesna Pusić,Vesna Pusić,,,,,http://vesna-pusic.hns.hr/,no91010322,,,,,,Vesna Pusić,Vesna Pusić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesna Pusić,,,,,,,,,,,,,,,فيسنا بوسيتش,,,Vesna Pusić,,فيسنا بوسيتش,,,,Vesna Pusić,,,,,Vesna Pusić,,,,,,,,,,,Весна Пусич,,Весна Пусич,Vesna Pusić,,,,Vesna Pusić,Vesna Pusić,,,,,,베스나 푸시치,,,,ვესნა პუსიჩი,,,,,,ვესნა პუსიჩი,베스나 푸시치,,,,,,,,韋斯娜·皮習克,韦斯娜·皮习克,,,,,,,,,,,,,,,,
Q6290886,,Josip Kregar,,,,,,,,Josip Kregar,Josip Kregar,,,Josip Kregar,,Josip Kregar,,,,,,,male,lawyer,,1953-01-01,,Josip,Josip Kregar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6379,Sandra Perković,Sandra Perković,,,Sandra Perković,Sandra Perković,Сандра Перковић,Sandra Perković,Sandra Perković,Sandra Perković,Sandra Perković,,サンドラ・ペルコビッチ,Sandra Perković,Sandra Perković,Sandra Perković,Sandra Perković,Sandra Perković,Sandra Perković,Sandra Perković,Сандра Перковић,https://upload.wikimedia.org/wikipedia/commons/a/ab/Sandra_Perković_Doha_2015.jpg,female,athletics competitor,,1990-06-21,/m/07kgp60,Sandra,Sandra Perković,Sandra Perković,Sandra Perković,,Сандра Перкович,Сандра Перкович,Sandra Perkovićová,Sandra Perković,Sandra Perkovićová,Sandra Perković,"Перкович, Сандра",Сандра Перкович,Sandra Perković,桑德拉·佩尔科维奇,Sandra Perković,,Sandra Perković,Sandra Perković,Sandra Perković,Sandra Perković,,Sandra Perković,,,,Category:Sandra Perković,,,,桑德拉·佩尔科维奇,,,,,,,,,Sandra Perković,Sandra Perković,,,,,,,,Sandra Perković,,,,,,,Sandra Perković,,,,,,Sandra Perković,,,,,,,,Sandra Perković,,,,,,,ساندرا پرکویچ,,,,Sandra Perković,Sandra Perković,,,,Sandra Perković,,,,,Sandra Perkoviča,,,,,Sandra Perković,,,Sandra Perković,,,,,,,,ساندرا پرکویچ,,,,,Σάντρα Πέρκοβιτς,סנדרה פרקוביץ',,,,,Σάντρα Πέρκοβιτς,,Sandra Perković,סנדרה פרקוביץ',,,,,,,Sandra Perković,Sandra Perković,,Sandra Perković,,,,Сандра Перковиќ,Сандра Перкович,,Сандра Перкович,Sandra Perković,,,,,,,Sandra Perković,サンドラ・ペルコビッチ,,,,,Сандра Перкович,,,,,,,,,,Сандра Перкович,Sandra Perković,,,,,,,,,,,sandraperkovicfanpage,সান্দ্রা পার্কোভিচ,সান্দ্রা পার্কোভিচ,Sandra Perković,Sandra Perkoviča,Сандра Перковиќ,Sandra Perković,226369,perkovicsandra,,,,
Q7104130,,Orsat Miljenić,,,,,Орсат Миљенић,Orsat Miljenić,Orsat Miljenić,Orsat Miljenić,,,,Orsat Miljenić,,Orsat Miljenić,Orsat Miljenić,,Orsat Miljenić,,Орсат Миљенић,https://upload.wikimedia.org/wikipedia/commons/e/e3/O_miljanic.jpg,male,politician,,1968-09-15,,,Orsat Miljenić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7286273,Rajko Ostojić,Rajko Ostojić,,,Rajko Ostojić,,,,Rajko Ostojić,Rajko Ostojić,Rajko Ostojić,,,Rajko Ostojić,,Rajko Ostojić,Rajko Ostojić,Rajko Ostojić,,Rajko Ostojić,,https://upload.wikimedia.org/wikipedia/commons/5/55/Rajko_Ostojic.jpg,male,politician,,1962-02-19,,Rajko,Rajko Ostojić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7938757,Vladimir Šišljagić,Vladimir Šišljagić,,,Vladimir Šišljagić,,,,Vladimir Šišljagić,Vladimir Šišljagić,,,,Vladimir Šišljagić,,Vladimir Šišljagić,,Vladimir Šišljagić,,Vladimir Šišljagić,,,male,politician,,1957,,Vladimir,Vladimir Šišljagić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q893812,Boris Šprem,Boris Šprem,,,Boris Šprem,Boris Šprem,Борис Шпрем,Boris Šprem,Boris Šprem,Boris Šprem,Boris Šprem,Boris Šprem,,Boris Šprem,Boris Šprem,Boris Šprem,,Boris Šprem,Boris Šprem,Boris Šprem,Борис Шпрем,https://upload.wikimedia.org/wikipedia/commons/2/2b/Boris_Sprem_Zagreb_15012012_2.jpg,male,politician,,1956-04-14,/m/0hrh0y6,Boris,Борис Шпрем,,,,"Шпрем, Борис",Борис Шпрем,,,,,"Шпрем, Борис",Борис Шпрем,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boris Šprem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boris Šprem,,,,,,,,,Boris Šprem,,,,,2012-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
