id,name__en,name__fr,name__zh,name,wikipedia__en,wikipedia__zh,gender,birth_date,given_name,website,facebook,original_wikiname,name__es,name__nl,name__de,name__ru,name__hu,identifier__freebase,family_name,twitter,name__nb,name__da,name__nn,name__sv,name__it,wikipedia__de,image,identifier__VIAF,identifier__FAST,wikipedia__it,name__zh_hant,name__zh_cn,name__ja,wikipedia__fr,death_date,name__en_gb,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__NLA,identifier__NLAtrove,name__pl,wikipedia__pl,name__pt,name__wuu,name__yue,name__tl,wikipedia__no,wikipedia__pt,wikipedia__tl,wikipedia__wuu,wikipedia__zh_yue,identifier__Britannica,name__id,name__uk,name__si,name__vi,name__fa,name__he,name__bn,name__ar,name__la,name__ca,wikipedia__ar,wikipedia__bn,wikipedia__ca,wikipedia__commons,wikipedia__es,wikipedia__fa,wikipedia__he,wikipedia__id,wikipedia__la,wikipedia__ru,wikipedia__simple,wikipedia__si,wikipedia__uk,wikipedia__vi,identifier__NNDB,name__en_ca,name__nds,identifier__BNF,identifier__SUDOC,identifier__CANTIC,name__zh_hans,name__zh_hk,wikipedia__sv,name__sq,wikipedia__sq,name__ro,name__cy,name__zh_sg,name__zh_tw,name__ko,wikipedia__enwikiquote,wikipedia__ja,wikipedia__ko,name__eo,wikipedia__enwikinews,wikipedia__eo,name__af,name__an,name__br,name__bs,name__ceb,name__cs,name__et,name__eu,name__fi,name__ga,name__gl,name__hr,name__is,name__lb,name__lmo,name__lt,name__nds_nl,name__pms,name__sk,name__sl,name__tr,name__vec,name__wa,name__gsw,name__mg,wikipedia__mg,identifier__NDL,identifier__NTA,identifier__NUKAT,wikipedia__fi,wikipedia__nl,identifier__IMDB,identifier__Munzinger,identifier__CSPAN,name__sr,name__sh,wikipedia__sh,wikipedia__sr,name__mr,name__de_ch,name__el,name__pt_br,name__ta,name__ms,name__be_tarask,name__fo,name__kl,name__sco,name__ne,name__be,name__ur,name__min,name__mn,name__hi,name__bg,name__io,name__th,name__hy,name__mk,name__lv,name__yi,name__ka,name__ckb,name__hif,wikipedia__af,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ckb,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__et,wikipedia__hif,wikipedia__hi,wikipedia__hiwikiquote,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__io,wikipedia__itwikiquote,wikipedia__ka,wikipedia__lt,wikipedia__lv,wikipedia__min,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__plwikiquote,wikipedia__ro,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tr,wikipedia__ur,wikipedia__yi,honorific_prefix,identifier__OLID,identifier__wikitree,identifier__GTAA,identifier__AuDB,name__qu,name__uz,name__vo,name__oc,name__bi,name__hak,name__rm,name__nan,name__arz,name__ug,name__yo,name__ml,name__ht,name__ku,name__war,name__tpi,name__kn,wikipedia__arz,wikipedia__bi,wikipedia__br,wikipedia__ceb,wikipedia__cswikiquote,wikipedia__cy,wikipedia__enwikisource,wikipedia__eu,wikipedia__ga,wikipedia__hak,wikipedia__ht,wikipedia__kn,wikipedia__ku,wikipedia__ml,wikipedia__oc,wikipedia__qu,wikipedia__rm,wikipedia__sk,wikipedia__tpi,wikipedia__ug,wikipedia__uz,wikipedia__vo,wikipedia__war,wikipedia__yo,wikipedia__zh_min_nan,identifier__TED,name__gv,wikipedia__gv,wikipedia__gl,name__jv,wikipedia__dewikiquote,wikipedia__is,wikipedia__jv,wikipedia__lb,wikipedia__nowikiquote,wikipedia__svwikinews,wikipedia__ukwikiquote,name__ast,wikipedia__ast,identifier__MusicBrainz,identifier__discogs,instagram,linkedin,identifier__google_plus,name__bar,name__co,name__fur,name__gd,name__li,name__lij,name__nap,name__pcd,name__sc,name__scn,name__vls,identifier__ULAN,name__de_at,name__frp,name__ia,name__ie,name__kg,name__nrm,name__sr_el,name__sw,name__wo,name__zu,name__sm,wikipedia__ie,wikipedia__mk,wikipedia__sm,name__szl,name__bcl,name__my,name__az,name__vep,name__ksh,name__nah,name__mwl,wikipedia__az,wikipedia__bcl,wikipedia__gd,wikipedia__ksh,wikipedia__mwl,wikipedia__my,wikipedia__nah,wikipedia__nds,wikipedia__nn,wikipedia__sw,wikipedia__szl,wikipedia__trwikiquote,wikipedia__vep,identifier__ATP,identifier__ITF,identifier__NLI
Q7154532,Paul Zammit,Paul Zammit,,Paul Zammit,Paul Zammit,,male,1941-04-28,Paul,,,Paul Zammit,,Paul Zammit,Paul Zammit,,,,,,,,,,Paul Zammit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7172530,Peter Andren,Peter Andren,,Peter Andren,Peter Andren,,male,1946-08-28,Peter,,,Peter Andren,Peter Andren,Peter Andren,Peter Andren,,Peter Andren,,,,,,,,Peter Andren,,,95127920,504569,,,,,,2007-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7172656,Peter Baldwin,Peter Baldwin,,Peter Baldwin,Peter Baldwin (politician),,male,1951-04-12,Peter,,,Peter Baldwin (Australian politician),Peter Baldwin,Peter Baldwin,Peter Baldwin,Питер Болдуин,Peter Baldwin,,,,,,,,,,,93938086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7173302,Peter Cleeland,Peter Cleeland,,Peter Cleeland,Peter Cleeland,,male,1938-05-31,Peter,,,Peter Cleeland,,Peter Cleeland,Peter Cleeland,,,,,,,,,,Peter Cleeland,,,,,,,,,,2007-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7173687,Peter Dodd,Peter Dodd,,Peter Dodd,Peter Dodd,,male,1953-10-31,Peter,,,Peter Dodd,,Peter Dodd,Peter Dodd,,,,,,,,,,Peter Dodd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7173764,Peter Duncan,Peter Duncan,,Peter Duncan,Peter Duncan (Australian politician),,male,1945-01-01,Peter,,,Peter Duncan (Australian politician),Peter Duncan,Peter Duncan,Peter Duncan,Питер Дункан,Peter Duncan,,,,Peter Duncan,Peter Duncan,Peter Duncan,Peter Duncan,,,https://upload.wikimedia.org/wikipedia/commons/7/73/Paul_Keating_-_2007-crop.jpg,92733386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7173778,Peter Dutton,Peter Dutton,彼德·達頓,Peter Dutton,Peter Dutton,彼德·達頓,male,1970-11-18,Peter,http://www.peterdutton.com.au/,,Peter Dutton,Peter Dutton,Peter Dutton,Peter Dutton,,Peter Dutton,,Dutton,,,,,,,Peter Dutton,https://upload.wikimedia.org/wikipedia/commons/e/e7/Peter_Dutton_Portrait.jpg,,,,,,,Peter Dutton,,,,,,,,Peter Dutton,Peter Dutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7173992,Peter Fisher,Peter Fisher,,Peter Fisher,Peter Fisher (politician),,male,1936-09-19,Peter,,,Peter Fisher (Australian politician),,Peter Fisher,Peter Fisher,Питер Фишер,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7175195,Peter King,Peter King,,Peter King,Peter King (Australian politician),,male,1952-06-29,Peter,,,Peter King (Australian politician),Peter King,Peter King,,Питер Кинг,Peter King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7175245,Peter Knott,Peter Knott,,Peter Knott,Peter Knott,,male,1956-08-08,Peter,,,Peter Knott,,Peter Knott,Peter Knott,,,,,,,,,,,,,,,,,,,,2015-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Knott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7175469,Peter Lindsay,Peter Lindsay,,Peter Lindsay,Peter Lindsay,,male,1944-05-04,Peter,,,Peter Lindsay,Peter Lindsay,Peter Lindsay,Peter Lindsay,Питер Линдсэй,Peter Lindsay,,,,Peter Lindsay,Peter Lindsay,Peter Lindsay,Peter Lindsay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7175777,Peter McGauran,Peter McGauran,,Peter McGauran,Peter McGauran,,male,1955-11-16,Peter,,,Peter McGauran,Peter McGauran,Peter McGauran,Peter McGauran,,Peter McGauran,,,,Peter McGauran,Peter McGauran,Peter McGauran,Peter McGauran,Peter McGauran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7175898,Peter Milton,Peter Milton,,Peter Milton,Peter Milton (politician),,male,1928-09-22,Peter,,,Peter Milton (Australian politician),Peter Milton,Peter Milton,Peter Milton,,Peter Milton,,,,,,,,,,,92815216,,,,,,,2009-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7175954,Peter Morris,Peter Morris,彼得·莫里斯,Peter Morris,Peter Morris (politician),,male,1932-07-29,Peter,,,Peter Morris (politician),,Peter Morris,Peter Morris,,,,,,,,,,,,,94309673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7176142,Peter Nugent,Peter Nugent,,Peter Nugent,Peter Nugent,,male,1938-04-01,Peter,,,Peter Nugent,,Peter Nugent,Peter Nugent,,,,,,,,,,Peter Nugent,,,,,,,,,,2001-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7176566,Peter Reith,Peter Reith,,Peter Reith,Peter Reith,,male,1950-07-15,Peter,,,Peter Reith,Peter Reith,Peter Reith,Peter Reith,,Peter Reith,,,,Peter Reith,,Peter Reith,,,,https://upload.wikimedia.org/wikipedia/commons/a/a6/Peter_Reith_cropped.jpg,92522956,474279,,,,オーストラリア防衛大臣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Peter Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Reith,,,,,,,,,,,,,,,,,,,,,Peter Reith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7176872,Peter Shack,Peter Shack,,Peter Shack,Peter Shack,,male,1953-06-20,Peter,,,Peter Shack,Peter Shack,Peter Shack,Peter Shack,,Peter Shack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7176978,Peter Slipper,Peter Slipper,,Peter Slipper,Peter Slipper,,male,1950-02-14,Peter,,,Peter Slipper,Peter Slipper,Peter Slipper,Peter Slipper,,,,,,,,,,Peter Slipper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7177078,Peter Staples,Peter Staples,,Peter Staples,Peter Staples,,male,1947-10-15,Peter,,,Peter Staples,Peter Staples,Peter Staples,Peter Staples,,Peter Staples,,,,,,,,Peter Staples,,,94135146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7177681,Peter White,Peter White,,Peter White,Peter White (Australian politician),,male,1936-01-19,Peter,,,Peter White (Australian politician),Peter White,Peter White,Peter White,Питер Уайт,Peter White,,,,Peter White,Peter White,Peter White,Peter White,,,,,,,,,,,2005-02-13,,,,,,,,,,,,,,,,,,,,,,,پیتر وایت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7177723,Peter William Hendy,Peter William Hendy,彼得·亨蒂,Peter William Hendy,Peter Hendy (politician),彼得·亨蒂,male,1962-01-10,Peter,,,Peter Hendy (politician),Peter William Hendy,Peter Hendy,Peter William Hendy,,Peter William Hendy,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c1/Peter_Hendy_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7178866,Petro Georgiou,Petro Georgiou,,Petro Georgiou,Petro Georgiou,,male,1947-11-30,Petro,,,Petro Georgiou,Petro Georgiou,Petro Georgiou,Petro Georgiou,,,,,,,,,,Petro Georgiou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7181685,Phil Barresi,Phil Barresi,,Phil Barresi,Phil Barresi,,male,1955-08-08,Phil,,,Phil Barresi,Phil Barresi,Phil Barresi,Phil Barresi,,Phil Barresi,,,,,,,,Phil Barresi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7181785,Phil Cleary,Phil Cleary,,Phil Cleary,Phil Cleary,,male,1952-12-08,Phil,,,Phil Cleary,Phil Cleary,Phil Cleary,Phil Cleary,,Phil Cleary,,,,Phil Cleary,Phil Cleary,Phil Cleary,Phil Cleary,,,,43071644,442896,,,,,,,,0000 0000 6329 588X,,n00085607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7287672,Ralph Hunt,Ralph Hunt,,Ralph Hunt,Ralph Hunt (politician),,male,1928-03-31,Ralph,,,Ralph Hunt (Australian politician),,Ralph Hunt,Ralph Hunt,,,,,,,,,,,,,91793300,,,,,,,2011-05-22,,,,,,486451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7288278,Ralph Willis,Ralph Willis,拉夫·威利斯,Ralph Willis,Ralph Willis,,male,1938-04-14,Ralph,,,Ralph Willis,Ralph Willis,Ralph Willis,Ralph Willis,,Ralph Willis,,,,,,,,,,,94299048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7297227,Ray Braithwaite,Ray Braithwaite,,Ray Braithwaite,Ray Braithwaite,,male,1933-12-06,Ray,,,Ray Braithwaite,,Ray Braithwaite,Ray Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7322458,Ric Charlesworth,Rick Charlesworth,,Ric Charlesworth,Ric Charlesworth,,male,1952-02-06,Richard,,,Ric Charlesworth,Ric Charlesworth,Ric Charlesworth,Ric Charlesworth,,Ric Charlesworth,,,,Richard Charlesworth,Ric Charlesworth,Ric Charlesworth,Ric Charlesworth,,,,91842836,,,,,,Rick Charlesworth,,,,,,,,,,,,,,Richard Charlesworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ric Charlesworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ric Charlesworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
