id,name__pl,name__en,name__de,name__fr,name,wikipedia__pl,gender,birth_date,given_name,original_wikiname,name__pt,name__nl,name__eo,name__et,name__it,wikipedia__commons,wikipedia__en,wikipedia__et,wikipedia__fr,wikipedia__pt,image,identifier__VIAF,name__es,name__nb,name__da,name__nn,name__sv,name__en_ca,name__en_gb,name__pt_br,wikipedia__de,identifier__freebase,identifier__EuroparlMEP,wikipedia__plwikiquote,name__de_ch,name__sk,wikipedia__sk,identifier__NUKAT,name__lt,wikipedia__lt,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cs,name__cy,name__eu,name__fi,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__is,name__lb,name__li,name__lij,name__lmo,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__ro,name__sc,name__scn,name__sco,name__sl,name__sq,name__tr,name__vec,name__vls,name__wa,name__ru,wikipedia__es,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,name__zh_hans,name__zh_hant,name__zh_hk,name__uk,name__fa,name__zh,wikipedia__fa,wikipedia__fi,wikipedia__it,wikipedia__ro,wikipedia__ru,wikipedia__sv,wikipedia__uk,wikipedia__zh,wikipedia__eo,identifier__LCAuth,name__mg,wikipedia__ca,wikipedia__mg,wikipedia__nl,wikipedia__tr,website,identifier__FIFA,name__ka,name__be,name__bg,name__vi,name__la,name__ie,name__szl,name__ko,name__el,name__io,name__hy,name__ja,name__mk,name__sr,name__mr,wikipedia__be,wikipedia__bg,wikipedia__cs,wikipedia__cswikiquote,wikipedia__da,wikipedia__el,wikipedia__hu,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__mr,wikipedia__no,wikipedia__simple,wikipedia__szl,wikipedia__vi,wikipedia__eu,wikipedia__gl,name__ksh,wikipedia__ksh,name__oc,identifier__GND,name__he,name__sr_el,name__sr_ec,name__be_tarask,name__th,wikipedia__be_x_old,wikipedia__he,wikipedia__sr,wikipedia__th,identifier__NKC,facebook,wikipedia__sl,wikipedia__oc,twitter,name__id,wikipedia__dewikiquote,wikipedia__id,wikipedia__itwikiquote,wikipedia__ukwikiquote,identifier__NTA,identifier__GTAA,name__csb,wikipedia__csb,name__az,name__hsb,name__lv,name__ms,name__sh,name__uz,name__yo,name__yue,name__ar,wikipedia__ar,wikipedia__az,wikipedia__br,wikipedia__hr,wikipedia__hsb,wikipedia__lv,wikipedia__ms,wikipedia__nn,wikipedia__sco,wikipedia__sh,wikipedia__uz,wikipedia__yo,wikipedia__zh_yue,name__mwl,wikipedia__mwl,identifier__NLP,wikipedia__af,wikipedia__mk,family_name,identifier__Munzinger,name__fo,wikipedia__fo,name__hi,name__kk,wikipedia__ast,wikipedia__kk,name__dsb,name__ht,name__qu,name__zh_cn,name__mn,name__ta,name__crh_latn,name__ne,wikipedia__crh,wikipedia__cy,wikipedia__dsb,wikipedia__enwikiquote,wikipedia__ht,wikipedia__hy,wikipedia__lmo,wikipedia__mn,wikipedia__qu,wikipedia__scn,death_date,name__sgs,wikipedia__bat_smg,identifier__AlloCine,name__ia,name__na,name__os,name__zh_tw,name__zh_sg,name__zh_mo,name__zh_my,name__kaa,wikipedia__an,wikipedia__eowikiquote,wikipedia__ia,wikipedia__kaa,wikipedia__na,wikipedia__os,identifier__LNB,name__tl,wikipedia__tl,name__fy,wikipedia__fy,wikipedia__bgwikiquote,name__vo,wikipedia__vo,name__cv,name__jv,name__mrj,name__sah,name__se,name__tt,name__nan,name__ckb,wikipedia__ckb,wikipedia__cv,wikipedia__fur,wikipedia__ga,wikipedia__gd,wikipedia__hewikiquote,wikipedia__hi,wikipedia__jv,wikipedia__ltwikiquote,wikipedia__mrj,wikipedia__nds,wikipedia__plwikisource,wikipedia__sah,wikipedia__se,wikipedia__sq,wikipedia__ta,wikipedia__tt,wikipedia__zh_min_nan,identifier__PTBNP,identifier__parlement,identifier__NDL,identifier__NLA,identifier__NLI,identifier__BNE,identifier__BAV,name__diq,wikipedia__bs,name__simple,name__mo,wikipedia__mo,identifier__catholic_hierarchy,wikipedia__xmf,name__xmf,name__bm,name__de_at,name__frc,name__frp,name__jam,name__kab,name__kg,name__min,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vmf,name__wo,name__zu,identifier__IIAF,identifier__MusicBrainz,identifier__discogs,identifier__MGP,identifier__allmovie,identifier__OLID,identifier__SFDb,identifier__NNDB,identifier__FAST,identifier__CSPAN,identifier__moviemeter,last_seen,wikipedia__ba,identifier__Britannica,name__ba,identifier__elonet,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__dialnet,identifier__senate_nl,identifier__PACE,wikipedia__bn,name__bn,name__pdc,name__stq,name__war,identifier__wikitree,identifier__bigenc_ru,identifier__google_knowledge
Q7341493,Robert Ambroziewicz,Robert Ambroziewicz,Robert Ambroziewicz,Robert Ambroziewicz,Robert Ambroziewicz,Robert Ambroziewicz,male,1969-02-18,Robert,Robert Ambroziewicz,Robert Ambroziewicz,Robert Ambroziewicz,,,,,Robert Ambroziewicz,,,Robert Ambroziewicz,,,Robert Ambroziewicz,,,,,,,,,/m/0f6ph_,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Ambroziewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q734755,Aleksander Szczygło,Aleksander Szczygło,Aleksander Szczygło,Aleksander Szczygło,Aleksander Szczygło,Aleksander Szczygło,male,1963-10-27,Aleksander,Aleksander Szczygło,Aleksander Marek Szczygło,Aleksander Szczygło,,,Aleksander Szczygło,Category:Aleksander Szczygło,Aleksander Szczygło,,Aleksander Szczygło,Aleksander Marek Szczygło,https://upload.wikimedia.org/wikipedia/commons/9/91/Aleksander_Szczygło_(2009).jpg,161711383,,Aleksander Szczygło,Aleksander Szczygło,Aleksander Szczygło,Aleksander Szczygło,,,,Aleksander Szczygło,/m/0fbpz5,23793,Aleksander Szczygło,,,,,Aleksander Szczygło,Aleksander Szczygło,,,,,,,,,Aleksander Szczygło,Aleksander Szczygło,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Щигло, Александр",,,,,,亚历山大·什奇格沃,亞歷山大·什奇格沃,亞歷山大·什奇格沃,Александер Щиґло,,亚历山大·什奇格沃,,,,,"Щигло, Александр",Aleksander Szczygło,Александер Щиґло,亚历山大·什奇格沃,,,,,,,,,,,,,,,,,,,,,アレクサンデル・シュチグウォ,,,,,,Aleksander Szczygło,,Aleksander Szczygło,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-10,Aleksander Szczygło,Aleksander Szczygło,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5426,,,,,,,,
Q7350134,Robert Strąk,Robert Strąk,Robert Strąk,Robert Strąk,Robert Strąk,Robert Strąk,male,1967-06-09,Robert,Robert Strąk,Robert Strąk,Robert Strąk,,,,,Robert Strąk,,,Robert Strąk,,,,,,,,,,,,/m/0f6y2q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7385399,Ryszard Knosala,Ryszard Knosala,Ryszard Knosala,Ryszard Knosala,Ryszard Knosala,Ryszard Knosala,male,1949-08-08,Ryszard,Ryszard Knosala,Ryszard Knosala,Ryszard Knosala,,,,Category:Ryszard Knosala,Ryszard Knosala,,,Ryszard Knosala,https://upload.wikimedia.org/wikipedia/commons/b/bb/Ryszard_Knosala_Kancelaria_Senatu.jpg,101814837,Ryszard Knosala,Ryszard Knosala,Ryszard Knosala,Ryszard Knosala,Ryszard Knosala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryszard Knosala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7385428,Ryszard Wawryniewicz,Ryszard Wawryniewicz,Ryszard Wawryniewicz,Ryszard Wawryniewicz,Ryszard Wawryniewicz,Ryszard Wawryniewicz,male,1962-01-18,Ryszard,Ryszard Wawryniewicz,Ryszard Wawryniewicz,Ryszard Wawryniewicz,,,,,Ryszard Wawryniewicz,,,Ryszard Wawryniewicz,,,Ryszard Wawryniewicz,,,,,,,,,/m/0f6yvv,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryszard Wawryniewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q744579,Cezary Tomczyk,Cezary Tomczyk,Cezary Tomczyk,Cezary Tomczyk,Cezary Tomczyk,Cezary Tomczyk,male,1984-08-25,Cezary,Cezary Tomczyk,,Cezary Tomczyk,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9b/Cezary_Tomczyk_Sejm_2015.JPG,,,Cezary Tomczyk,Cezary Tomczyk,Cezary Tomczyk,Cezary Tomczyk,,,,Cezary Tomczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7599153,Stanisław Jarmoliński,Stanisław Jarmoliński,,,Stanisław Jarmoliński,Stanisław Jarmoliński,male,1944-07-11,Stanisław,Stanisław Jarmoliński,,Stanisław Jarmoliński,,,,,Stanisław Jarmoliński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7599183,Stanisław Lamczyk,Stanisław Lamczyk,Stanisław Lamczyk,,Stanisław Lamczyk,Stanisław Lamczyk,male,1957-08-12,Stanisław,Stanisław Lamczyk,Stanisław Lamczyk,Stanisław Lamczyk,,,,,Stanisław Lamczyk,,,Stanisław Lamczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7599208,Stanisław Piosik,Stanisław Piosik,Stanisław Piosik,,Stanisław Piosik,Stanisław Piosik,male,1946-02-25,Stanisław,Stanisław Piosik,Stanisław Piosik,Stanisław Piosik,,,,,Stanisław Piosik,,,Stanisław Piosik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7599258,Stanisław Zadora,Stanisław Zadora,Stanisław Zadora,,Stanisław Zadora,Stanisław Zadora,male,1949-10-03,Stanisław,Stanisław Zadora,Stanisław Zadora,Stanisław Zadora,,,,,Stanisław Zadora,,,Stanisław Zadora,,,,,,,,,,,,/m/0f6zfj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7599265,Stanisław Żelichowski,Stanisław Żelichowski,Stanisław Żelichowski,,Stanisław Żelichowski,Stanisław Żelichowski,male,1944-04-09,Stanisław,Stanisław Żelichowski,Stanisław Żelichowski,Stanisław Żelichowski,,,,,Stanisław Żelichowski,,,Stanisław Żelichowski,https://upload.wikimedia.org/wikipedia/commons/c/cb/Stanisław_Żelichowski_Sejm_05.JPG,165593595,,,,,,Stanisław Żelichowski,Stanisław Żelichowski,Stanisław Żelichowski,,,,Stanisław Żelichowski,,,,n97085923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 1339 2515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7599268,Stanisława Okularczyk,Stanisława Anna Okularczyk,Stanisława Anna Okularczyk,Stanisława Anna Okularczyk,Stanisława Okularczyk,Stanisława Okularczyk,female,1943-05-12,Stanisława,Stanisława Okularczyk,Stanisława Anna Okularczyk,Stanisława Anna Okularczyk,,,,,Stanisława Anna Okularczyk,,,Stanisława Anna Okularczyk,,162422457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7661085,Sylwester Pawłowski,Sylwester Pawłowski,Sylwester Pawłowski,Sylwester Pawłowski,Sylwester Pawłowski,Sylwester Pawłowski,male,1958-09-13,Sylwester,Sylwester Pawłowski,Sylwester Pawłowski,Sylwester Pawłowski,,,,,Sylwester Pawłowski,,,Sylwester Pawłowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7667222,Sławomir Jeneralski,Sławomir Jeneralski,Sławomir Jeneralski,Sławomir Jeneralski,Sławomir Jeneralski,Sławomir Jeneralski,male,1961-07-28,Sławomir,Sławomir Jeneralski,Sławomir Jeneralski,Sławomir Jeneralski,,,,,Sławomir Jeneralski,,,Sławomir Jeneralski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7674487,Tadeusz Kopeć,Tadeusz Kopeć,Tadeusz Kopeć,,Tadeusz Kopeć,Tadeusz Kopeć,male,1960-08-24,Tadeusz,Tadeusz Kopeć,Tadeusz Kopeć,Tadeusz Kopeć,,,,Category:Tadeusz Kopeć,Tadeusz Kopeć,,,Tadeusz Kopeć,https://upload.wikimedia.org/wikipedia/commons/1/15/Tadeusz_Kopeć_Kancelaria_Senatu.jpg,,,,,,,,,,,/m/0f6tly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7674501,Tadeusz Madziarczyk,Tadeusz Madziarczyk,Tadeusz Madziarczyk,Tadeusz Madziarczyk,Tadeusz Madziarczyk,Tadeusz Madziarczyk,male,1961-02-21,Tadeusz,Tadeusz Madziarczyk,Tadeusz Madziarczyk,Tadeusz Madziarczyk,,,,,Tadeusz Madziarczyk,,,Tadeusz Madziarczyk,,,Tadeusz Madziarczyk,,,,,,,,,/m/0f6vg5,,,,,,,,,,,,,,,,,,,,,,,,,,,Tadeusz Madziarczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7674539,Tadeusz Wita,Tadeusz Wita,Tadeusz Wita,Tadeusz Wita,Tadeusz Wita,Tadeusz Wita,male,1958-04-04,Tadeusz,Tadeusz Wita,Tadeusz Wita,Tadeusz Wita,,,,,Tadeusz Wita,,,Tadeusz Wita,,,Tadeusz Wita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tadeusz Wita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tadeusz Wita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7674544,Tadeusz Wrona,Tadeusz Wrona,Tadeusz Wrona,Tadeusz Wrona,Tadeusz Wrona,Tadeusz Wrona (polityk),male,1951-03-26,Tadeusz,Tadeusz Wrona (polityk),,,,,,,Tadeusz Wrona (politician),,,,,19107849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.tadeuszwrona.pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q771696,Tomasz Kucharski,Tomasz Kucharski,Tomasz Kucharski,Tomasz Kucharski,Tomasz Kucharski,Tomasz Kucharski,male,1974-02-16,Tomasz,Tomasz Kucharski,,Tomasz Kucharski,,,,Category:Tomasz Kucharski,Tomasz Kucharski,,Tomasz Kucharski,,https://upload.wikimedia.org/wikipedia/commons/7/70/Tomasz_Kucharski_2.jpg,170344732,Tomasz Kucharski,Tomasz Kucharski,Tomasz Kucharski,Tomasz Kucharski,Tomasz Kucharski,,,,Tomasz Kucharski,/m/05218_y,,Tomasz Kucharski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomasz Kucharski,,,,,,,,Tomasz Kucharski,,,,,,,,,,,,,,,,,,,,,,,Tomasz Kucharski,,,,,,,,,,,,,,,,,,,,,1011285460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7818431,Tomasz Lenz,Tomasz Lenz,Tomasz Lenz,Tomasz Lenz,Tomasz Lenz,Tomasz Lenz,male,1968-12-08,Tomasz,Tomasz Lenz,Tomasz Lenz,Tomasz Lenz,,,,,Tomasz Lenz,,,Tomasz Lenz,https://upload.wikimedia.org/wikipedia/commons/6/64/Tomek_miniatura.jpg,,Tomasz Lenz,,,,,,,,,/m/0f6v2s,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomasz Lenz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7818438,Tomasz Markowski,Tomasz Markowski,,Tomasz Markowski,Tomasz Markowski,Tomasz Markowski (polityk),male,1968-05-30,Tomasz,Tomasz Markowski (polityk),Tomasz Markowski,Tomasz Markowski,,,,,Tomasz Markowski (politician),,,Tomasz Markowski,,,Tomasz Markowski,,,,,,,,,/m/0f6vnc,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomasz Markowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7818447,Tomasz Nałęcz,Tomasz Nałęcz,Tomasz Nałęcz,Tomasz Nałęcz,Tomasz Nałęcz,Tomasz Nałęcz,male,1949-10-10,Tomasz,Tomasz Nałęcz,,Tomasz Nałęcz,,,,Category:Tomasz Nałęcz,Tomasz Nałęcz,,,,https://upload.wikimedia.org/wikipedia/commons/b/bf/Tomasz_Nałęcz_(10807280965).jpg,19718477,Tomasz Nałęcz,,,,,,,,,,,Tomasz Nałęcz,,,,,,,,,,,,,,,Tomasz Nałęcz,,,,,,,,,,Tomasz Nałęcz,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 7831 0878,121671197,03020643X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomasz Nałęcz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132868210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
